query_id,doc_id,method,chunk_id,label,rationale,confidence,notes
Q018,DOC04_IUV,recursive,25,1,score=0.507 | kw=3/4,medium,auto
Q019,DOC04_IUV,element,5,2,score=0.656 | kw=1/4 | pages=[9] | page_match=Y | anchor_found=Y,high,auto
Q019,DOC04_IUV,element,4,2,"score=0.569 | kw=2/4 | pages=[7, 9] | page_match=Y",high,auto
Q019,DOC04_IUV,element,19,1,"score=0.319 | kw=3/4 | pages=[23, 24] | page_match=N",medium,auto
Q019,DOC04_IUV,element,20,1,"score=0.306 | kw=3/4 | pages=[24, 25] | page_match=N",medium,auto
Q019,DOC04_IUV,maxmin_semantic,5,2,score=0.463 | kw=3/4,medium,auto_promoted_best
Q019,DOC04_IUV,maxmin_semantic,25,1,score=0.463 | kw=3/4,medium,auto
Q019,DOC04_IUV,maxmin_semantic,28,1,score=0.463 | kw=3/4,medium,auto
Q019,DOC04_IUV,maxmin_semantic,1,1,score=0.338 | kw=2/4,medium,auto
Q019,DOC04_IUV,maxmin_semantic,49,1,score=0.325 | kw=2/4,medium,auto
Q019,DOC04_IUV,recursive,19,2,score=0.613 | kw=4/4,high,auto
Q019,DOC04_IUV,recursive,22,1,score=0.487 | kw=3/4,medium,auto
Q019,DOC04_IUV,recursive,18,1,score=0.475 | kw=3/4,medium,auto
Q019,DOC04_IUV,recursive,20,1,score=0.475 | kw=3/4,medium,auto
Q019,DOC04_IUV,recursive,1,1,score=0.338 | kw=2/4,medium,auto
Q019,DOC04_IUV,recursive,4,1,score=0.312 | kw=2/4,medium,auto
Q020,DOC04_IUV,element,8,2,score=0.644 | kw=1/5 | pages=[11] | page_match=Y | anchor_found=Y,high,auto
Q020,DOC04_IUV,element,4,1,"score=0.441 | kw=5/5 | pages=[7, 9] | page_match=N",medium,auto
Q020,DOC04_IUV,element,49,1,score=0.432 | kw=5/5 | pages=[48] | page_match=N,medium,auto
Q020,DOC04_IUV,element,9,1,score=0.347 | kw=4/5 | pages=[13] | page_match=N,medium,auto
Q020,DOC04_IUV,element,10,1,score=0.347 | kw=4/5 | pages=[14] | page_match=N,medium,auto
Q020,DOC04_IUV,element,27,1,score=0.347 | kw=4/5 | pages=[29] | page_match=N,medium,auto
Q020,DOC04_IUV,maxmin_semantic,9,2,score=0.982 | kw=5/5 | anchor_found=Y,high,auto
Q020,DOC04_IUV,maxmin_semantic,1,2,score=0.682 | kw=5/5,high,auto
Q020,DOC04_IUV,maxmin_semantic,49,2,score=0.673 | kw=5/5,high,auto
Q020,DOC04_IUV,maxmin_semantic,16,1,score=0.516 | kw=4/5,medium,auto
Q020,DOC04_IUV,maxmin_semantic,35,1,score=0.396 | kw=3/5,medium,auto
Q020,DOC04_IUV,maxmin_semantic,44,1,score=0.396 | kw=3/5,medium,auto
Q020,DOC04_IUV,maxmin_semantic,45,1,score=0.387 | kw=3/5,medium,auto
Q020,DOC04_IUV,maxmin_semantic,46,1,score=0.387 | kw=3/5,medium,auto
Q020,DOC04_IUV,recursive,4,2,score=0.973 | kw=5/5 | anchor_found=Y,high,auto
Q020,DOC04_IUV,recursive,1,2,score=0.682 | kw=5/5,high,auto
Q020,DOC04_IUV,recursive,44,2,score=0.664 | kw=5/5,high,auto
Q020,DOC04_IUV,recursive,51,1,score=0.664 | kw=5/5,high,auto
Q020,DOC04_IUV,recursive,52,1,score=0.645 | kw=5/5,high,auto
Q020,DOC04_IUV,recursive,29,1,score=0.534 | kw=4/5,medium,auto
Q020,DOC04_IUV,recursive,8,1,score=0.525 | kw=4/5,medium,auto
Q020,DOC04_IUV,recursive,9,1,score=0.525 | kw=4/5,medium,auto
Q021,DOC05_LNPRT,element,6,2,"score=0.986 | kw=3/3 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q021,DOC05_LNPRT,element,33,1,score=0.288 | kw=2/3 | pages=[27] | page_match=N,low,auto
Q021,DOC05_LNPRT,element,35,1,score=0.281 | kw=2/3 | pages=[27] | page_match=N,low,auto
Q021,DOC05_LNPRT,element,59,1,score=0.281 | kw=2/3 | pages=[38] | page_match=N,low,auto
Q021,DOC05_LNPRT,element,104,1,"score=0.281 | kw=2/3 | pages=[73, 74, 75, 76, 77] | page_match=N",low,auto
Q021,DOC05_LNPRT,element,112,1,"score=0.281 | kw=2/3 | pages=[78, 79] | page_match=N",low,auto
Q021,DOC05_LNPRT,maxmin_semantic,3,2,score=0.729 | kw=2/3 | anchor_found=Y,high,auto
Q021,DOC05_LNPRT,maxmin_semantic,4,2,score=0.671 | kw=3/3,high,auto
Q021,DOC05_LNPRT,maxmin_semantic,242,1,score=0.443 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,maxmin_semantic,244,1,score=0.443 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,maxmin_semantic,250,1,score=0.443 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,maxmin_semantic,286,1,score=0.443 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,maxmin_semantic,322,1,score=0.443 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,recursive,2,2,score=0.729 | kw=2/3 | anchor_found=Y,high,auto
Q021,DOC05_LNPRT,recursive,3,2,score=0.671 | kw=3/3,high,auto
Q021,DOC05_LNPRT,recursive,26,1,score=0.457 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,recursive,28,1,score=0.443 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,recursive,133,1,score=0.443 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,recursive,139,1,score=0.443 | kw=2/3,medium,auto
Q021,DOC05_LNPRT,recursive,141,1,score=0.443 | kw=2/3,medium,auto
Q022,DOC05_LNPRT,element,6,2,"score=0.989 | kw=4/4 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q022,DOC05_LNPRT,maxmin_semantic,4,2,score=0.678 | kw=4/4,high,auto
Q022,DOC05_LNPRT,maxmin_semantic,3,2,score=0.611 | kw=2/4 | anchor_found=Y,high,auto
Q022,DOC05_LNPRT,maxmin_semantic,5,1,score=0.483 | kw=3/4,medium,auto
Q022,DOC05_LNPRT,maxmin_semantic,84,1,score=0.344 | kw=2/4,medium,auto
Q022,DOC05_LNPRT,maxmin_semantic,19,1,score=0.333 | kw=2/4,medium,auto
Q022,DOC05_LNPRT,maxmin_semantic,25,1,score=0.333 | kw=2/4,medium,auto
Q022,DOC05_LNPRT,maxmin_semantic,54,1,score=0.333 | kw=2/4,medium,auto
Q022,DOC05_LNPRT,recursive,3,2,score=0.678 | kw=4/4,high,auto
Q022,DOC05_LNPRT,recursive,2,2,score=0.611 | kw=2/4 | anchor_found=Y,high,auto
Q022,DOC05_LNPRT,recursive,63,1,score=0.356 | kw=2/4,medium,auto
Q022,DOC05_LNPRT,recursive,26,1,score=0.344 | kw=2/4,medium,auto
Q022,DOC05_LNPRT,recursive,60,1,score=0.344 | kw=2/4,medium,auto
Q022,DOC05_LNPRT,recursive,24,1,score=0.333 | kw=2/4,medium,auto
Q022,DOC05_LNPRT,recursive,39,1,score=0.333 | kw=2/4,medium,auto
Q023,DOC05_LNPRT,element,6,2,"score=0.975 | kw=3/3 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q023,DOC05_LNPRT,element,75,1,score=0.417 | kw=3/3 | pages=[47] | page_match=N,medium,auto
Q023,DOC05_LNPRT,element,76,1,score=0.417 | kw=3/3 | pages=[47] | page_match=N,medium,auto
Q023,DOC05_LNPRT,element,71,1,score=0.408 | kw=3/3 | pages=[44] | page_match=N,medium,auto
Q023,DOC05_LNPRT,element,83,1,"score=0.408 | kw=3/3 | pages=[52, 53] | page_match=N",medium,auto
Q023,DOC05_LNPRT,element,69,1,score=0.283 | kw=2/3 | pages=[42] | page_match=N,low,auto
Q023,DOC05_LNPRT,maxmin_semantic,4,2,score=0.650 | kw=3/3,high,auto
Q023,DOC05_LNPRT,maxmin_semantic,118,2,score=0.633 | kw=3/3,high,auto
Q023,DOC05_LNPRT,maxmin_semantic,95,2,score=0.617 | kw=3/3,high,auto
Q023,DOC05_LNPRT,maxmin_semantic,120,1,score=0.617 | kw=3/3,high,auto
Q023,DOC05_LNPRT,maxmin_semantic,243,1,score=0.617 | kw=3/3,high,auto
Q023,DOC05_LNPRT,maxmin_semantic,84,1,score=0.433 | kw=2/3,medium,auto
Q023,DOC05_LNPRT,maxmin_semantic,90,1,score=0.417 | kw=2/3,medium,auto
Q023,DOC05_LNPRT,maxmin_semantic,154,1,score=0.417 | kw=2/3,medium,auto
Q023,DOC05_LNPRT,recursive,3,2,score=0.650 | kw=3/3,high,auto
Q023,DOC05_LNPRT,recursive,75,2,score=0.633 | kw=3/3,high,auto
Q023,DOC05_LNPRT,recursive,76,2,score=0.633 | kw=3/3,high,auto
Q023,DOC05_LNPRT,recursive,66,1,score=0.617 | kw=3/3,high,auto
Q023,DOC05_LNPRT,recursive,95,1,score=0.617 | kw=3/3,high,auto
Q023,DOC05_LNPRT,recursive,60,1,score=0.433 | kw=2/3,medium,auto
Q023,DOC05_LNPRT,recursive,63,1,score=0.417 | kw=2/3,medium,auto
Q023,DOC05_LNPRT,recursive,89,1,score=0.417 | kw=2/3,medium,auto
Q024,DOC05_LNPRT,element,8,2,score=0.556 | kw=0/4 | pages=[9] | page_match=Y | anchor_found=Y,high,auto
Q024,DOC05_LNPRT,element,35,1,score=0.312 | kw=3/4 | pages=[27] | page_match=N,medium,auto
Q024,DOC05_LNPRT,maxmin_semantic,25,2,score=0.475 | kw=3/4,medium,auto_promoted_best
Q024,DOC05_LNPRT,recursive,27,2,score=0.475 | kw=3/4,medium,auto_promoted_best
Q024,DOC05_LNPRT,recursive,5,1,score=0.312 | kw=0/4 | anchor_found=Y,medium,auto
Q024,DOC05_LNPRT,recursive,47,1,score=0.300 | kw=2/4,medium,auto
Q025,DOC05_LNPRT,element,11,2,"score=0.571 | kw=0/4 | pages=[11, 12] | page_match=Y | anchor_found=Y",high,auto
Q025,DOC05_LNPRT,element,121,1,"score=0.321 | kw=3/4 | pages=[81, 82] | page_match=N",medium,auto
Q025,DOC05_LNPRT,maxmin_semantic,243,2,score=0.643 | kw=4/4,high,auto
Q025,DOC05_LNPRT,maxmin_semantic,244,1,score=0.493 | kw=3/4,medium,auto
Q025,DOC05_LNPRT,maxmin_semantic,139,1,score=0.343 | kw=2/4,medium,auto
Q025,DOC05_LNPRT,recursive,88,2,score=0.343 | kw=2/4,medium,auto_promoted_best
Q026,DOC06_NPU,element,4,2,"score=0.779 | kw=4/4 | pages=[5, 7] | page_match=Y",high,auto
Q026,DOC06_NPU,element,5,1,score=0.429 | kw=4/4 | pages=[8] | page_match=N,medium,auto
Q026,DOC06_NPU,element,96,1,"score=0.429 | kw=4/4 | pages=[94, 95] | page_match=N",medium,auto
Q026,DOC06_NPU,element,15,1,score=0.329 | kw=3/4 | pages=[19] | page_match=N,medium,auto
Q026,DOC06_NPU,element,26,1,"score=0.329 | kw=3/4 | pages=[31, 32] | page_match=N",medium,auto
Q026,DOC06_NPU,element,41,1,score=0.321 | kw=3/4 | pages=[41] | page_match=N,medium,auto
Q026,DOC06_NPU,maxmin_semantic,0,2,score=0.657 | kw=4/4,high,auto
Q026,DOC06_NPU,maxmin_semantic,312,2,score=0.643 | kw=4/4,high,auto
Q026,DOC06_NPU,maxmin_semantic,314,2,score=0.643 | kw=4/4,high,auto
Q026,DOC06_NPU,maxmin_semantic,322,1,score=0.643 | kw=4/4,high,auto
Q026,DOC06_NPU,maxmin_semantic,52,1,score=0.507 | kw=3/4,medium,auto
Q026,DOC06_NPU,maxmin_semantic,51,1,score=0.493 | kw=3/4,medium,auto
Q026,DOC06_NPU,maxmin_semantic,85,1,score=0.493 | kw=3/4,medium,auto
Q026,DOC06_NPU,maxmin_semantic,275,1,score=0.493 | kw=3/4,medium,auto
Q026,DOC06_NPU,recursive,2,2,score=0.657 | kw=4/4,high,auto
Q026,DOC06_NPU,recursive,161,2,score=0.643 | kw=4/4,high,auto
Q026,DOC06_NPU,recursive,171,2,score=0.643 | kw=4/4,high,auto
Q026,DOC06_NPU,recursive,39,1,score=0.507 | kw=3/4,medium,auto
Q026,DOC06_NPU,recursive,0,1,score=0.493 | kw=3/4,medium,auto
Q026,DOC06_NPU,recursive,1,1,score=0.493 | kw=3/4,medium,auto
Q026,DOC06_NPU,recursive,16,1,score=0.493 | kw=3/4,medium,auto
Q026,DOC06_NPU,recursive,38,1,score=0.493 | kw=3/4,medium,auto
Q027,DOC06_NPU,element,4,2,"score=0.780 | kw=6/6 | pages=[5, 7] | page_match=Y",high,auto
Q027,DOC06_NPU,element,63,1,"score=0.430 | kw=6/6 | pages=[63, 64, 65] | page_match=N",medium,auto
Q027,DOC06_NPU,element,29,1,"score=0.420 | kw=6/6 | pages=[33, 34] | page_match=N",medium,auto
Q027,DOC06_NPU,maxmin_semantic,0,2,score=0.660 | kw=6/6,high,auto
Q027,DOC06_NPU,maxmin_semantic,57,2,score=0.640 | kw=6/6,high,auto
Q027,DOC06_NPU,maxmin_semantic,171,2,score=0.640 | kw=6/6,high,auto
Q027,DOC06_NPU,maxmin_semantic,312,1,score=0.440 | kw=4/6,medium,auto
Q027,DOC06_NPU,maxmin_semantic,156,1,score=0.360 | kw=3/6,medium,auto
Q027,DOC06_NPU,maxmin_semantic,85,1,score=0.340 | kw=3/6,medium,auto
Q027,DOC06_NPU,maxmin_semantic,314,1,score=0.340 | kw=3/6,medium,auto
Q027,DOC06_NPU,maxmin_semantic,63,1,score=0.260 | kw=2/6,low,auto
Q027,DOC06_NPU,recursive,2,2,score=0.660 | kw=6/6,high,auto
Q027,DOC06_NPU,recursive,43,2,score=0.640 | kw=6/6,high,auto
Q027,DOC06_NPU,recursive,101,2,score=0.640 | kw=6/6,high,auto
Q027,DOC06_NPU,recursive,106,1,score=0.360 | kw=3/6,medium,auto
Q027,DOC06_NPU,recursive,59,1,score=0.340 | kw=3/6,medium,auto
Q027,DOC06_NPU,recursive,94,1,score=0.340 | kw=3/6,medium,auto
Q027,DOC06_NPU,recursive,173,1,score=0.340 | kw=3/6,medium,auto
Q027,DOC06_NPU,recursive,52,1,score=0.320 | kw=3/6,medium,auto
Q028,DOC06_NPU,element,4,2,"score=0.794 | kw=3/3 | pages=[5, 7] | page_match=Y",high,auto
Q028,DOC06_NPU,maxmin_semantic,1,2,score=0.688 | kw=3/3,high,auto
Q028,DOC06_NPU,maxmin_semantic,2,1,score=0.412 | kw=2/3,medium,auto
Q028,DOC06_NPU,recursive,3,2,score=0.688 | kw=3/3,high,auto
Q028,DOC06_NPU,recursive,2,1,score=0.487 | kw=2/3,medium,auto
Q028,DOC06_NPU,recursive,4,1,score=0.425 | kw=2/3,medium,auto
Q029,DOC06_NPU,element,4,2,"score=0.771 | kw=3/3 | pages=[5, 7] | page_match=Y",high,auto
Q029,DOC06_NPU,maxmin_semantic,1,2,score=0.629 | kw=3/3,high,auto
Q029,DOC06_NPU,recursive,3,2,score=0.629 | kw=3/3,high,auto
Q030,DOC06_NPU,element,65,2,score=0.345 | kw=4/5 | pages=[67] | page_match=N,medium,auto_promoted_best
Q030,DOC06_NPU,element,71,1,"score=0.337 | kw=4/5 | pages=[71, 72] | page_match=N",medium,auto
Q030,DOC06_NPU,maxmin_semantic,181,2,score=0.530 | kw=4/5,medium,auto_promoted_best
Q030,DOC06_NPU,maxmin_semantic,199,1,score=0.513 | kw=4/5,medium,auto
Q030,DOC06_NPU,maxmin_semantic,204,1,score=0.257 | kw=2/5,low,auto
Q030,DOC06_NPU,recursive,106,2,score=0.530 | kw=4/5,medium,auto_promoted_best
Q030,DOC06_NPU,recursive,116,1,score=0.513 | kw=4/5,medium,auto
Q030,DOC06_NPU,recursive,119,1,score=0.257 | kw=2/5,low,auto
Q031,DOC07_NRT,element,7,2,"score=0.986 | kw=3/3 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q031,DOC07_NRT,element,37,1,"score=0.436 | kw=3/3 | pages=[30, 31] | page_match=N",medium,auto
Q031,DOC07_NRT,element,29,1,score=0.429 | kw=3/3 | pages=[22] | page_match=N,medium,auto
Q031,DOC07_NRT,element,35,1,"score=0.429 | kw=3/3 | pages=[28, 29] | page_match=N",medium,auto
Q031,DOC07_NRT,element,64,1,"score=0.429 | kw=3/3 | pages=[42, 43, 44] | page_match=N",medium,auto
Q031,DOC07_NRT,element,38,1,"score=0.295 | kw=2/3 | pages=[31, 32] | page_match=N",low,auto
Q031,DOC07_NRT,maxmin_semantic,2,2,score=0.743 | kw=2/3 | anchor_found=Y,high,auto
Q031,DOC07_NRT,maxmin_semantic,32,2,score=0.643 | kw=3/3,high,auto
Q031,DOC07_NRT,maxmin_semantic,35,2,score=0.643 | kw=3/3,high,auto
Q031,DOC07_NRT,maxmin_semantic,4,1,score=0.471 | kw=2/3,medium,auto
Q031,DOC07_NRT,maxmin_semantic,24,1,score=0.443 | kw=2/3,medium,auto
Q031,DOC07_NRT,maxmin_semantic,37,1,score=0.443 | kw=2/3,medium,auto
Q031,DOC07_NRT,maxmin_semantic,66,1,score=0.443 | kw=2/3,medium,auto
Q031,DOC07_NRT,maxmin_semantic,108,1,score=0.443 | kw=2/3,medium,auto
Q031,DOC07_NRT,recursive,2,2,score=0.729 | kw=2/3 | anchor_found=Y,high,auto
Q031,DOC07_NRT,recursive,1,2,score=0.714 | kw=2/3 | anchor_found=Y,high,auto
Q031,DOC07_NRT,recursive,22,2,score=0.643 | kw=3/3,high,auto
Q031,DOC07_NRT,recursive,32,1,score=0.643 | kw=3/3,high,auto
Q031,DOC07_NRT,recursive,3,1,score=0.471 | kw=2/3,medium,auto
Q031,DOC07_NRT,recursive,26,1,score=0.457 | kw=2/3,medium,auto
Q031,DOC07_NRT,recursive,30,1,score=0.457 | kw=2/3,medium,auto
Q031,DOC07_NRT,recursive,44,1,score=0.457 | kw=2/3,medium,auto
Q032,DOC07_NRT,element,7,2,"score=0.990 | kw=5/5 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q032,DOC07_NRT,maxmin_semantic,2,2,score=0.720 | kw=3/5 | anchor_found=Y,high,auto
Q032,DOC07_NRT,maxmin_semantic,3,1,score=0.400 | kw=3/5,medium,auto
Q032,DOC07_NRT,maxmin_semantic,313,1,score=0.400 | kw=3/5,medium,auto
Q032,DOC07_NRT,maxmin_semantic,12,1,score=0.290 | kw=2/5,low,auto
Q032,DOC07_NRT,maxmin_semantic,17,1,score=0.290 | kw=2/5,low,auto
Q032,DOC07_NRT,maxmin_semantic,116,1,score=0.290 | kw=2/5,low,auto
Q032,DOC07_NRT,recursive,3,2,score=0.680 | kw=5/5,high,auto
Q032,DOC07_NRT,recursive,1,1,score=0.440 | kw=1/5 | anchor_found=Y,medium,auto
Q032,DOC07_NRT,recursive,2,1,score=0.440 | kw=1/5 | anchor_found=Y,medium,auto
Q032,DOC07_NRT,recursive,20,1,score=0.290 | kw=2/5,low,auto
Q032,DOC07_NRT,recursive,23,1,score=0.290 | kw=2/5,low,auto
Q032,DOC07_NRT,recursive,40,1,score=0.290 | kw=2/5,low,auto
Q033,DOC07_NRT,element,7,2,"score=0.980 | kw=3/3 | pages=[7, 8] | page_match=Y | anchor_found=Y",high,auto
Q033,DOC07_NRT,element,8,1,score=0.287 | kw=2/3 | pages=[8] | page_match=N,low,auto
Q033,DOC07_NRT,element,37,1,"score=0.287 | kw=2/3 | pages=[30, 31] | page_match=N",low,auto
Q033,DOC07_NRT,element,39,1,score=0.287 | kw=2/3 | pages=[32] | page_match=N,low,auto
Q033,DOC07_NRT,element,54,1,score=0.287 | kw=2/3 | pages=[38] | page_match=N,low,auto
Q033,DOC07_NRT,element,55,1,score=0.287 | kw=2/3 | pages=[38] | page_match=N,low,auto
Q033,DOC07_NRT,maxmin_semantic,3,2,score=0.660 | kw=3/3,high,auto
Q033,DOC07_NRT,maxmin_semantic,7,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,maxmin_semantic,65,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,maxmin_semantic,87,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,maxmin_semantic,88,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,maxmin_semantic,89,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,recursive,3,2,score=0.660 | kw=3/3,high,auto
Q033,DOC07_NRT,recursive,4,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,recursive,50,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,recursive,64,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,recursive,65,1,score=0.440 | kw=2/3,medium,auto
Q033,DOC07_NRT,recursive,68,1,score=0.440 | kw=2/3,medium,auto
Q034,DOC07_NRT,element,9,2,score=0.558 | kw=0/4 | pages=[9] | page_match=Y | anchor_found=Y,high,auto
Q034,DOC07_NRT,element,10,1,score=0.350 | kw=0/4 | pages=[9] | page_match=Y,medium,auto
Q034,DOC07_NRT,element,31,1,"score=0.308 | kw=3/4 | pages=[23, 24] | page_match=N",medium,auto
Q034,DOC07_NRT,element,34,1,"score=0.300 | kw=3/4 | pages=[27, 28] | page_match=N",medium,auto
Q034,DOC07_NRT,maxmin_semantic,25,2,score=0.467 | kw=3/4,medium,auto_promoted_best
Q034,DOC07_NRT,recursive,27,2,score=0.467 | kw=3/4,medium,auto_promoted_best
Q034,DOC07_NRT,recursive,51,1,score=0.317 | kw=2/4,medium,auto
Q034,DOC07_NRT,recursive,52,1,score=0.317 | kw=2/4,medium,auto
Q034,DOC07_NRT,recursive,33,1,score=0.300 | kw=2/4,medium,auto
Q035,DOC07_NRT,element,126,2,score=0.431 | kw=3/3 | pages=[81] | page_match=N,medium,auto_promoted_best
Q035,DOC07_NRT,element,37,1,"score=0.292 | kw=2/3 | pages=[30, 31] | page_match=N",low,auto
Q035,DOC07_NRT,element,35,1,"score=0.285 | kw=2/3 | pages=[28, 29] | page_match=N",low,auto
Q035,DOC07_NRT,element,39,1,score=0.285 | kw=2/3 | pages=[32] | page_match=N,low,auto
Q035,DOC07_NRT,element,61,1,score=0.285 | kw=2/3 | pages=[40] | page_match=N,low,auto
Q035,DOC07_NRT,maxmin_semantic,263,2,score=0.662 | kw=3/3,high,auto
Q035,DOC07_NRT,maxmin_semantic,313,1,score=0.450 | kw=2/3,medium,auto
Q035,DOC07_NRT,maxmin_semantic,62,1,score=0.438 | kw=2/3,medium,auto
Q035,DOC07_NRT,maxmin_semantic,93,1,score=0.438 | kw=2/3,medium,auto
Q035,DOC07_NRT,maxmin_semantic,154,1,score=0.438 | kw=2/3,medium,auto
Q035,DOC07_NRT,maxmin_semantic,254,1,score=0.438 | kw=2/3,medium,auto
Q035,DOC07_NRT,recursive,177,2,score=0.662 | kw=3/3,high,auto
Q035,DOC07_NRT,recursive,178,2,score=0.662 | kw=3/3,high,auto
Q035,DOC07_NRT,recursive,183,1,score=0.450 | kw=2/3,medium,auto
Q035,DOC07_NRT,recursive,19,1,score=0.438 | kw=2/3,medium,auto
Q035,DOC07_NRT,recursive,47,1,score=0.438 | kw=2/3,medium,auto
Q035,DOC07_NRT,recursive,69,1,score=0.438 | kw=2/3,medium,auto
Q035,DOC07_NRT,recursive,107,1,score=0.438 | kw=2/3,medium,auto
Q036,DOC08_PEND,element,3,2,"score=0.793 | kw=4/4 | pages=[7, 9] | page_match=Y",high,auto
Q036,DOC08_PEND,element,4,1,"score=0.464 | kw=1/4 | pages=[9, 10] | page_match=Y",medium,auto
Q036,DOC08_PEND,element,38,1,score=0.443 | kw=4/4 | pages=[37] | page_match=N,medium,auto
Q036,DOC08_PEND,element,37,1,score=0.329 | kw=3/4 | pages=[36] | page_match=N,medium,auto
Q036,DOC08_PEND,maxmin_semantic,2,2,score=0.686 | kw=4/4,high,auto
Q036,DOC08_PEND,maxmin_semantic,47,1,score=0.507 | kw=3/4,medium,auto
Q036,DOC08_PEND,maxmin_semantic,0,1,score=0.493 | kw=1/4 | anchor_found=Y,medium,auto
Q036,DOC08_PEND,maxmin_semantic,53,1,score=0.493 | kw=3/4,medium,auto
Q036,DOC08_PEND,maxmin_semantic,48,1,score=0.371 | kw=2/4,medium,auto
Q036,DOC08_PEND,maxmin_semantic,49,1,score=0.371 | kw=2/4,medium,auto
Q036,DOC08_PEND,recursive,1,2,score=0.986 | kw=4/4 | anchor_found=Y,high,auto
Q036,DOC08_PEND,recursive,53,1,score=0.536 | kw=3/4,medium,auto
Q036,DOC08_PEND,recursive,55,1,score=0.521 | kw=3/4,medium,auto
Q036,DOC08_PEND,recursive,52,1,score=0.507 | kw=3/4,medium,auto
Q036,DOC08_PEND,recursive,0,1,score=0.479 | kw=1/4 | anchor_found=Y,medium,auto
Q037,DOC08_PEND,element,3,2,"score=0.794 | kw=7/7 | pages=[7, 9] | page_match=Y",high,auto
Q037,DOC08_PEND,element,4,2,"score=0.726 | kw=6/7 | pages=[9, 10] | page_match=Y",high,auto
Q037,DOC08_PEND,element,41,1,"score=0.444 | kw=7/7 | pages=[41, 42] | page_match=N",medium,auto
Q037,DOC08_PEND,element,47,1,"score=0.439 | kw=7/7 | pages=[50, 51] | page_match=N",medium,auto
Q037,DOC08_PEND,element,42,1,score=0.382 | kw=6/7 | pages=[43] | page_match=N,medium,auto
Q037,DOC08_PEND,element,43,1,"score=0.382 | kw=6/7 | pages=[44, 45] | page_match=N",medium,auto
Q037,DOC08_PEND,element,48,1,"score=0.376 | kw=6/7 | pages=[52, 53] | page_match=N",medium,auto
Q037,DOC08_PEND,maxmin_semantic,60,2,score=0.689 | kw=7/7,high,auto
Q037,DOC08_PEND,maxmin_semantic,59,2,score=0.678 | kw=7/7,high,auto
Q037,DOC08_PEND,maxmin_semantic,2,2,score=0.592 | kw=6/7,high,auto
Q037,DOC08_PEND,maxmin_semantic,9,1,score=0.581 | kw=6/7,high,auto
Q037,DOC08_PEND,maxmin_semantic,67,1,score=0.581 | kw=6/7,high,auto
Q037,DOC08_PEND,maxmin_semantic,4,1,score=0.570 | kw=6/7,high,auto
Q037,DOC08_PEND,maxmin_semantic,70,1,score=0.570 | kw=6/7,high,auto
Q037,DOC08_PEND,maxmin_semantic,72,1,score=0.570 | kw=6/7,high,auto
Q037,DOC08_PEND,recursive,61,2,score=0.678 | kw=7/7,high,auto
Q037,DOC08_PEND,recursive,77,2,score=0.667 | kw=7/7,high,auto
Q037,DOC08_PEND,recursive,2,2,score=0.592 | kw=6/7,high,auto
Q037,DOC08_PEND,recursive,63,1,score=0.581 | kw=6/7,high,auto
Q037,DOC08_PEND,recursive,65,1,score=0.581 | kw=6/7,high,auto
Q037,DOC08_PEND,recursive,71,1,score=0.581 | kw=6/7,high,auto
Q037,DOC08_PEND,recursive,79,1,score=0.581 | kw=6/7,high,auto
Q037,DOC08_PEND,recursive,3,1,score=0.570 | kw=6/7,high,auto
Q038,DOC08_PEND,element,3,2,"score=0.787 | kw=3/3 | pages=[7, 9] | page_match=Y",high,auto
Q038,DOC08_PEND,element,4,1,"score=0.508 | kw=1/3 | pages=[9, 10] | page_match=Y",medium,auto
Q038,DOC08_PEND,element,43,1,"score=0.304 | kw=2/3 | pages=[44, 45] | page_match=N",medium,auto
Q038,DOC08_PEND,element,58,1,"score=0.292 | kw=2/3 | pages=[58, 59] | page_match=N",low,auto
Q038,DOC08_PEND,element,47,1,"score=0.285 | kw=2/3 | pages=[50, 51] | page_match=N",low,auto
Q038,DOC08_PEND,element,57,1,score=0.285 | kw=2/3 | pages=[58] | page_match=N,low,auto
Q038,DOC08_PEND,maxmin_semantic,3,2,score=0.675 | kw=3/3,high,auto
Q038,DOC08_PEND,maxmin_semantic,88,2,score=0.650 | kw=3/3,high,auto
